facility_name,state,measure_name,excess_readmission_ratio,predicted_readmission_rate,expected_readmission_rate,number_of_readmissions,heart_failure,heart_attack,copd,pneumonia,cabg,hip_knee_replacement
CLINCH VALLEY MEDICAL CENTER,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
CLINCH VALLEY MEDICAL CENTER,VA,READM-30-AMI-HRRP,0.9816,11.9566,12.1807,Too Few to Report,0,1,0,0,0,0
INOVA FAIRFAX HOSPITAL,VA,READM-30-PN-HRRP,1.0182,16.3211,16.0300,161,0,0,0,1,0,0
INOVA FAIRFAX HOSPITAL,VA,READM-30-HF-HRRP,0.9136,17.9399,19.6362,270,1,0,0,0,0,0
INOVA FAIRFAX HOSPITAL,VA,READM-30-COPD-HRRP,0.8685,15.7715,18.1598,29,0,0,1,0,0,0
INOVA FAIRFAX HOSPITAL,VA,READM-30-CABG-HRRP,0.8887,9.0675,10.2029,28,0,0,0,0,1,0
INOVA FAIRFAX HOSPITAL,VA,READM-30-AMI-HRRP,0.9476,12.7436,13.4480,72,0,1,0,0,0,0
SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,VA,READM-30-PN-HRRP,1.0095,15.5187,15.3725,61,0,0,0,1,0,0
SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,VA,READM-30-HF-HRRP,0.8794,16.3185,18.5566,72,1,0,0,0,0,0
SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,VA,READM-30-COPD-HRRP,0.9793,17.1189,17.4807,15,0,0,1,0,0,0
SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,VA,READM-30-AMI-HRRP,1.0449,13.3217,12.7499,23,0,1,0,0,0,0
BON SECOURS SOUTHSIDE MEDICAL CENTER,VA,READM-30-PN-HRRP,1.0916,18.4652,16.9162,86,0,0,0,1,0,0
BON SECOURS SOUTHSIDE MEDICAL CENTER,VA,READM-30-HF-HRRP,1.1099,22.0230,19.8422,146,1,0,0,0,0,0
BON SECOURS SOUTHSIDE MEDICAL CENTER,VA,READM-30-COPD-HRRP,0.9695,18.9404,19.5367,31,0,0,1,0,0,0
BON SECOURS SOUTHSIDE MEDICAL CENTER,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
BON SECOURS SOUTHSIDE MEDICAL CENTER,VA,READM-30-AMI-HRRP,0.9900,14.1937,14.3370,35,0,1,0,0,0,0
BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,VA,READM-30-PN-HRRP,0.8865,13.7769,15.5412,58,0,0,0,1,0,0
BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,VA,READM-30-HF-HRRP,1.0156,19.2506,18.9556,152,1,0,0,0,0,0
BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,VA,READM-30-COPD-HRRP,0.9665,16.7936,17.3765,28,0,0,1,0,0,0
BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,VA,READM-30-CABG-HRRP,0.8967,9.3134,10.3863,Too Few to Report,0,0,0,0,1,0
BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,VA,READM-30-AMI-HRRP,1.0880,14.3999,13.2353,54,0,1,0,0,0,0
SOVAH HEALTH DANVILLE,VA,READM-30-PN-HRRP,0.9231,14.8149,16.0499,81,0,0,0,1,0,0
SOVAH HEALTH DANVILLE,VA,READM-30-HF-HRRP,1.1056,21.4883,19.4360,106,1,0,0,0,0,0
SOVAH HEALTH DANVILLE,VA,READM-30-COPD-HRRP,0.9418,17.5651,18.6511,32,0,0,1,0,0,0
SOVAH HEALTH DANVILLE,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
SOVAH HEALTH DANVILLE,VA,READM-30-AMI-HRRP,1.0377,13.1462,12.6681,17,0,1,0,0,0,0
SENTARA MARTHA JEFFERSON HOSPITAL,VA,READM-30-PN-HRRP,0.9524,13.9366,14.6333,51,0,0,0,1,0,0
SENTARA MARTHA JEFFERSON HOSPITAL,VA,READM-30-HF-HRRP,0.8639,16.0466,18.5739,85,1,0,0,0,0,0
SENTARA MARTHA JEFFERSON HOSPITAL,VA,READM-30-COPD-HRRP,0.9671,17.0637,17.6447,13,0,0,1,0,0,0
SENTARA MARTHA JEFFERSON HOSPITAL,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
SENTARA MARTHA JEFFERSON HOSPITAL,VA,READM-30-AMI-HRRP,0.8928,10.1531,11.3718,21,0,1,0,0,0,0
VCU HEALTH TAPPAHANNOCK HOSPITAL,VA,READM-30-PN-HRRP,0.9899,14.9812,15.1335,20,0,0,0,1,0,0
VCU HEALTH TAPPAHANNOCK HOSPITAL,VA,READM-30-HF-HRRP,0.9903,18.4994,18.6800,28,1,0,0,0,0,0
VCU HEALTH TAPPAHANNOCK HOSPITAL,VA,READM-30-COPD-HRRP,0.9982,17.4493,17.4803,Too Few to Report,0,0,1,0,0,0
VCU HEALTH TAPPAHANNOCK HOSPITAL,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
VCU HEALTH TAPPAHANNOCK HOSPITAL,VA,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
CENTRA BEDFORD MEMORIAL HOSPITAL,VA,READM-30-PN-HRRP,1.0412,15.2801,14.6754,23,0,0,0,1,0,0
CENTRA BEDFORD MEMORIAL HOSPITAL,VA,READM-30-HF-HRRP,0.9913,17.8991,18.0556,25,1,0,0,0,0,0
CENTRA BEDFORD MEMORIAL HOSPITAL,VA,READM-30-COPD-HRRP,1.0164,18.1862,17.8927,Too Few to Report,0,0,1,0,0,0
CENTRA BEDFORD MEMORIAL HOSPITAL,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
CENTRA BEDFORD MEMORIAL HOSPITAL,VA,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
CARILION FRANKLIN MEMORIAL HOSPITAL,VA,READM-30-PN-HRRP,0.9452,13.6926,14.4869,20,0,0,0,1,0,0
CARILION FRANKLIN MEMORIAL HOSPITAL,VA,READM-30-HF-HRRP,0.9341,17.1459,18.3550,14,1,0,0,0,0,0
CARILION FRANKLIN MEMORIAL HOSPITAL,VA,READM-30-COPD-HRRP,0.9348,15.9388,17.0497,Too Few to Report,0,0,1,0,0,0
CARILION FRANKLIN MEMORIAL HOSPITAL,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
CARILION FRANKLIN MEMORIAL HOSPITAL,VA,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
"CENTRA SOUTHSIDE COMMUNITY HOSPITAL, INC",VA,READM-30-PN-HRRP,0.9823,15.4671,15.7457,35,0,0,0,1,0,0
"CENTRA SOUTHSIDE COMMUNITY HOSPITAL, INC",VA,READM-30-HF-HRRP,0.9420,18.5572,19.6993,27,1,0,0,0,0,0
"CENTRA SOUTHSIDE COMMUNITY HOSPITAL, INC",VA,READM-30-COPD-HRRP,0.9872,17.6777,17.9067,13,0,0,1,0,0,0
"CENTRA SOUTHSIDE COMMUNITY HOSPITAL, INC",VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
"CENTRA SOUTHSIDE COMMUNITY HOSPITAL, INC",VA,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
BON SECOURS SOUTHAMPTON MEMORIAL HOSPITAL,VA,READM-30-PN-HRRP,1.0281,15.6957,15.2673,13,0,0,0,1,0,0
BON SECOURS SOUTHAMPTON MEMORIAL HOSPITAL,VA,READM-30-HF-HRRP,1.0069,19.3528,19.2194,27,1,0,0,0,0,0
BON SECOURS SOUTHAMPTON MEMORIAL HOSPITAL,VA,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A,0,0,1,0,0,0
BON SECOURS SOUTHAMPTON MEMORIAL HOSPITAL,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
BON SECOURS SOUTHAMPTON MEMORIAL HOSPITAL,VA,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
SENTARA CAREPLEX HOSPITAL,VA,READM-30-PN-HRRP,0.9930,16.9019,17.0211,58,0,0,0,1,0,0
SENTARA CAREPLEX HOSPITAL,VA,READM-30-HF-HRRP,1.1049,21.5843,19.5349,109,1,0,0,0,0,0
SENTARA CAREPLEX HOSPITAL,VA,READM-30-COPD-HRRP,1.0282,20.6058,20.0416,16,0,0,1,0,0,0
SENTARA CAREPLEX HOSPITAL,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
SENTARA CAREPLEX HOSPITAL,VA,READM-30-AMI-HRRP,1.0004,15.1841,15.1779,19,0,1,0,0,0,0
BON SECOURS RICHMOND COMMUNITY HOSPITAL,VA,READM-30-PN-HRRP,N/A,N/A,N/A,N/A,0,0,0,1,0,0
BON SECOURS RICHMOND COMMUNITY HOSPITAL,VA,READM-30-HF-HRRP,N/A,N/A,N/A,N/A,1,0,0,0,0,0
BON SECOURS RICHMOND COMMUNITY HOSPITAL,VA,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A,0,0,1,0,0,0
BON SECOURS RICHMOND COMMUNITY HOSPITAL,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
BON SECOURS RICHMOND COMMUNITY HOSPITAL,VA,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
BON SECOURS SOUTHERN VIRGINIA MEDICAL CENTER,VA,READM-30-PN-HRRP,0.9639,13.5753,14.0830,Too Few to Report,0,0,0,1,0,0
BON SECOURS SOUTHERN VIRGINIA MEDICAL CENTER,VA,READM-30-HF-HRRP,0.9987,17.8883,17.9119,11,1,0,0,0,0,0
BON SECOURS SOUTHERN VIRGINIA MEDICAL CENTER,VA,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A,0,0,1,0,0,0
BON SECOURS SOUTHERN VIRGINIA MEDICAL CENTER,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
BON SECOURS SOUTHERN VIRGINIA MEDICAL CENTER,VA,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
COMMUNITY MEMORIAL HOSPITAL,VA,READM-30-PN-HRRP,0.9899,15.6198,15.7784,24,0,0,0,1,0,0
COMMUNITY MEMORIAL HOSPITAL,VA,READM-30-HF-HRRP,0.9707,19.6776,20.2721,40,1,0,0,0,0,0
COMMUNITY MEMORIAL HOSPITAL,VA,READM-30-COPD-HRRP,0.9994,17.1943,17.2046,12,0,0,1,0,0,0
COMMUNITY MEMORIAL HOSPITAL,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
COMMUNITY MEMORIAL HOSPITAL,VA,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
INOVA FAIR OAKS HOSPITAL,VA,READM-30-PN-HRRP,1.0719,15.9981,14.9256,56,0,0,0,1,0,0
INOVA FAIR OAKS HOSPITAL,VA,READM-30-HF-HRRP,0.8914,17.1624,19.2529,64,1,0,0,0,0,0
INOVA FAIR OAKS HOSPITAL,VA,READM-30-COPD-HRRP,0.9630,15.9687,16.5820,Too Few to Report,0,0,1,0,0,0
INOVA FAIR OAKS HOSPITAL,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
INOVA FAIR OAKS HOSPITAL,VA,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
HIRAM W DAVIS MEDICAL CENTER,VA,READM-30-PN-HRRP,N/A,N/A,N/A,N/A,0,0,0,1,0,0
HIRAM W DAVIS MEDICAL CENTER,VA,READM-30-HF-HRRP,N/A,N/A,N/A,N/A,1,0,0,0,0,0
HIRAM W DAVIS MEDICAL CENTER,VA,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A,0,0,1,0,0,0
HIRAM W DAVIS MEDICAL CENTER,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
HIRAM W DAVIS MEDICAL CENTER,VA,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
RESTON HOSPITAL CENTER,VA,READM-30-PN-HRRP,1.0463,15.8952,15.1912,52,0,0,0,1,0,0
RESTON HOSPITAL CENTER,VA,READM-30-HF-HRRP,1.0283,19.1341,18.6070,67,1,0,0,0,0,0
RESTON HOSPITAL CENTER,VA,READM-30-COPD-HRRP,0.9997,18.4750,18.4812,Too Few to Report,0,0,1,0,0,0
RESTON HOSPITAL CENTER,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
RESTON HOSPITAL CENTER,VA,READM-30-AMI-HRRP,1.0896,12.9184,11.8556,19,0,1,0,0,0,0
LEWISGALE HOSPITAL MONTGOMERY,VA,READM-30-PN-HRRP,1.0621,17.0840,16.0854,41,0,0,0,1,0,0
LEWISGALE HOSPITAL MONTGOMERY,VA,READM-30-HF-HRRP,1.1034,23.3688,21.1791,49,1,0,0,0,0,0
LEWISGALE HOSPITAL MONTGOMERY,VA,READM-30-COPD-HRRP,1.0668,20.6816,19.3865,19,0,0,1,0,0,0
LEWISGALE HOSPITAL MONTGOMERY,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
LEWISGALE HOSPITAL MONTGOMERY,VA,READM-30-AMI-HRRP,0.9278,12.8471,13.8473,27,0,1,0,0,0,0
WYTHE COUNTY COMMUNITY HOSPITAL,VA,READM-30-PN-HRRP,0.9439,15.5439,16.4674,16,0,0,0,1,0,0
WYTHE COUNTY COMMUNITY HOSPITAL,VA,READM-30-HF-HRRP,0.9870,19.1829,19.4349,20,1,0,0,0,0,0
WYTHE COUNTY COMMUNITY HOSPITAL,VA,READM-30-COPD-HRRP,0.9536,19.3310,20.2724,Too Few to Report,0,0,1,0,0,0
WYTHE COUNTY COMMUNITY HOSPITAL,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
WYTHE COUNTY COMMUNITY HOSPITAL,VA,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
CJW MEDICAL CENTER,VA,READM-30-PN-HRRP,0.9674,15.6366,16.1637,108,0,0,0,1,0,0
CJW MEDICAL CENTER,VA,READM-30-HF-HRRP,1.0497,20.1431,19.1896,255,1,0,0,0,0,0
CJW MEDICAL CENTER,VA,READM-30-COPD-HRRP,1.0283,18.2586,17.7565,47,0,0,1,0,0,0
CJW MEDICAL CENTER,VA,READM-30-CABG-HRRP,0.9051,11.5658,12.7777,25,0,0,0,0,1,0
CJW MEDICAL CENTER,VA,READM-30-AMI-HRRP,1.0332,13.7225,13.2816,64,0,1,0,0,0,0
SENTARA NORTHERN VIRGINIA MEDICAL CENTER,VA,READM-30-PN-HRRP,1.0776,18.0890,16.7859,71,0,0,0,1,0,0
SENTARA NORTHERN VIRGINIA MEDICAL CENTER,VA,READM-30-HF-HRRP,1.0321,20.9289,20.2784,109,1,0,0,0,0,0
SENTARA NORTHERN VIRGINIA MEDICAL CENTER,VA,READM-30-COPD-HRRP,1.0110,19.3503,19.1390,27,0,0,1,0,0,0
SENTARA NORTHERN VIRGINIA MEDICAL CENTER,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
SENTARA NORTHERN VIRGINIA MEDICAL CENTER,VA,READM-30-AMI-HRRP,1.1306,16.8598,14.9127,26,0,1,0,0,0,0
LONESOME PINE HOSPITAL,VA,READM-30-PN-HRRP,1.0045,16.4967,16.4220,30,0,0,0,1,0,0
LONESOME PINE HOSPITAL,VA,READM-30-HF-HRRP,0.9565,20.2000,21.1177,13,1,0,0,0,0,0
LONESOME PINE HOSPITAL,VA,READM-30-COPD-HRRP,1.0112,20.1867,19.9639,12,0,0,1,0,0,0
LONESOME PINE HOSPITAL,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
LONESOME PINE HOSPITAL,VA,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
TWIN COUNTY REGIONAL HOSPITAL,VA,READM-30-PN-HRRP,1.0254,16.5239,16.1139,25,0,0,0,1,0,0
TWIN COUNTY REGIONAL HOSPITAL,VA,READM-30-HF-HRRP,1.0281,22.2025,21.5963,24,1,0,0,0,0,0
TWIN COUNTY REGIONAL HOSPITAL,VA,READM-30-COPD-HRRP,0.9640,20.4031,21.1656,Too Few to Report,0,0,1,0,0,0
TWIN COUNTY REGIONAL HOSPITAL,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
TWIN COUNTY REGIONAL HOSPITAL,VA,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
LEWISGALE HOSPITAL PULASKI,VA,READM-30-PN-HRRP,0.9734,15.3413,15.7599,14,0,0,0,1,0,0
LEWISGALE HOSPITAL PULASKI,VA,READM-30-HF-HRRP,0.9804,18.8244,19.2005,18,1,0,0,0,0,0
LEWISGALE HOSPITAL PULASKI,VA,READM-30-COPD-HRRP,1.0319,18.9174,18.3323,Too Few to Report,0,0,1,0,0,0
LEWISGALE HOSPITAL PULASKI,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
LEWISGALE HOSPITAL PULASKI,VA,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
CARILION TAZEWELL COMMUNITY HOSPITAL,VA,READM-30-PN-HRRP,1.0166,15.2054,14.9574,Too Few to Report,0,0,0,1,0,0
CARILION TAZEWELL COMMUNITY HOSPITAL,VA,READM-30-HF-HRRP,N/A,N/A,N/A,N/A,1,0,0,0,0,0
CARILION TAZEWELL COMMUNITY HOSPITAL,VA,READM-30-COPD-HRRP,0.9807,18.5685,18.9337,Too Few to Report,0,0,1,0,0,0
CARILION TAZEWELL COMMUNITY HOSPITAL,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
CARILION TAZEWELL COMMUNITY HOSPITAL,VA,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
HENRICO DOCTORS' HOSPITAL,VA,READM-30-PN-HRRP,1.0066,15.6874,15.5839,77,0,0,0,1,0,0
HENRICO DOCTORS' HOSPITAL,VA,READM-30-HF-HRRP,1.0087,18.0891,17.9327,135,1,0,0,0,0,0
HENRICO DOCTORS' HOSPITAL,VA,READM-30-COPD-HRRP,1.0518,17.7832,16.9067,26,0,0,1,0,0,0
HENRICO DOCTORS' HOSPITAL,VA,READM-30-CABG-HRRP,1.1310,13.3528,11.8059,23,0,0,0,0,1,0
HENRICO DOCTORS' HOSPITAL,VA,READM-30-AMI-HRRP,0.9838,13.1280,13.3448,39,0,1,0,0,0,0
SENTARA PRINCESS ANNE HOSPITAL,VA,READM-30-PN-HRRP,1.0003,17.1088,17.1033,83,0,0,0,1,0,0
SENTARA PRINCESS ANNE HOSPITAL,VA,READM-30-HF-HRRP,0.9840,19.7526,20.0748,163,1,0,0,0,0,0
SENTARA PRINCESS ANNE HOSPITAL,VA,READM-30-COPD-HRRP,1.1014,19.8235,17.9992,45,0,0,1,0,0,0
SENTARA PRINCESS ANNE HOSPITAL,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
SENTARA PRINCESS ANNE HOSPITAL,VA,READM-30-AMI-HRRP,0.9866,13.2139,13.3940,Too Few to Report,0,1,0,0,0,0
CHESAPEAKE GENERAL HOSPITAL,VA,READM-30-PN-HRRP,1.0079,16.5431,16.4140,94,0,0,0,1,0,0
CHESAPEAKE GENERAL HOSPITAL,VA,READM-30-HF-HRRP,1.0554,20.7956,19.7043,181,1,0,0,0,0,0
CHESAPEAKE GENERAL HOSPITAL,VA,READM-30-COPD-HRRP,0.9675,18.3989,19.0163,48,0,0,1,0,0,0
CHESAPEAKE GENERAL HOSPITAL,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
CHESAPEAKE GENERAL HOSPITAL,VA,READM-30-AMI-HRRP,0.9674,13.7273,14.1893,33,0,1,0,0,0,0
INOVA MOUNT VERNON HOSPITAL,VA,READM-30-PN-HRRP,1.0896,16.3946,15.0461,43,0,0,0,1,0,0
INOVA MOUNT VERNON HOSPITAL,VA,READM-30-HF-HRRP,0.9077,16.9040,18.6236,29,1,0,0,0,0,0
INOVA MOUNT VERNON HOSPITAL,VA,READM-30-COPD-HRRP,1.0121,19.2884,19.0578,16,0,0,1,0,0,0
INOVA MOUNT VERNON HOSPITAL,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
INOVA MOUNT VERNON HOSPITAL,VA,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
LEWISGALE HOSPITAL ALLEGHANY,VA,READM-30-PN-HRRP,0.9709,16.0009,16.4806,18,0,0,0,1,0,0
LEWISGALE HOSPITAL ALLEGHANY,VA,READM-30-HF-HRRP,0.9540,19.4160,20.3518,19,1,0,0,0,0,0
LEWISGALE HOSPITAL ALLEGHANY,VA,READM-30-COPD-HRRP,1.0016,18.5487,18.5200,Too Few to Report,0,0,1,0,0,0
LEWISGALE HOSPITAL ALLEGHANY,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
LEWISGALE HOSPITAL ALLEGHANY,VA,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
BUCHANAN GENERAL HOSPITAL,VA,READM-30-PN-HRRP,1.0002,16.6477,16.6449,Too Few to Report,0,0,0,1,0,0
BUCHANAN GENERAL HOSPITAL,VA,READM-30-HF-HRRP,1.0787,21.9615,20.3600,12,1,0,0,0,0,0
BUCHANAN GENERAL HOSPITAL,VA,READM-30-COPD-HRRP,1.0184,21.4138,21.0277,17,0,0,1,0,0,0
BUCHANAN GENERAL HOSPITAL,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
BUCHANAN GENERAL HOSPITAL,VA,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
RIVERSIDE WALTER REED HOSPITAL,VA,READM-30-PN-HRRP,1.0280,16.0988,15.6602,31,0,0,0,1,0,0
RIVERSIDE WALTER REED HOSPITAL,VA,READM-30-HF-HRRP,1.0261,19.5243,19.0275,43,1,0,0,0,0,0
RIVERSIDE WALTER REED HOSPITAL,VA,READM-30-COPD-HRRP,1.0253,16.9875,16.5678,Too Few to Report,0,0,1,0,0,0
RIVERSIDE WALTER REED HOSPITAL,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
RIVERSIDE WALTER REED HOSPITAL,VA,READM-30-AMI-HRRP,1.0332,15.6265,15.1244,Too Few to Report,0,1,0,0,0,0
BON SECOURS ST FRANCIS MEDICAL CENTER,VA,READM-30-PN-HRRP,0.9769,14.2776,14.6157,46,0,0,0,1,0,0
BON SECOURS ST FRANCIS MEDICAL CENTER,VA,READM-30-HF-HRRP,0.9781,18.8190,19.2400,79,1,0,0,0,0,0
BON SECOURS ST FRANCIS MEDICAL CENTER,VA,READM-30-COPD-HRRP,1.0036,18.2208,18.1557,25,0,0,1,0,0,0
BON SECOURS ST FRANCIS MEDICAL CENTER,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
BON SECOURS ST FRANCIS MEDICAL CENTER,VA,READM-30-AMI-HRRP,1.0010,13.0706,13.0575,19,0,1,0,0,0,0
"STAFFORD HOSPITAL, LLC",VA,READM-30-PN-HRRP,1.1136,16.5586,14.8696,39,0,0,0,1,0,0
"STAFFORD HOSPITAL, LLC",VA,READM-30-HF-HRRP,1.0643,19.9230,18.7193,47,1,0,0,0,0,0
"STAFFORD HOSPITAL, LLC",VA,READM-30-COPD-HRRP,1.0579,16.6511,15.7394,19,0,0,1,0,0,0
"STAFFORD HOSPITAL, LLC",VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
"STAFFORD HOSPITAL, LLC",VA,READM-30-AMI-HRRP,1.0013,13.7174,13.6997,Too Few to Report,0,1,0,0,0,0
SPOTSYLVANIA REGIONAL MEDICAL CENTER,VA,READM-30-PN-HRRP,1.0351,17.1072,16.5270,34,0,0,0,1,0,0
SPOTSYLVANIA REGIONAL MEDICAL CENTER,VA,READM-30-HF-HRRP,1.1653,24.2522,20.8115,84,1,0,0,0,0,0
SPOTSYLVANIA REGIONAL MEDICAL CENTER,VA,READM-30-COPD-HRRP,0.9910,17.8101,17.9715,16,0,0,1,0,0,0
SPOTSYLVANIA REGIONAL MEDICAL CENTER,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
SPOTSYLVANIA REGIONAL MEDICAL CENTER,VA,READM-30-AMI-HRRP,0.9979,12.9699,12.9971,13,0,1,0,0,0,0
RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,VA,READM-30-PN-HRRP,0.9456,13.1907,13.9497,14,0,0,0,1,0,0
RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,VA,READM-30-HF-HRRP,0.9920,16.8763,17.0125,30,1,0,0,0,0,0
RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,VA,READM-30-COPD-HRRP,1.0228,18.3839,17.9748,Too Few to Report,0,0,1,0,0,0
RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,VA,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
UVA HEALTH HAYMARKET MEDICAL CENTER,VA,READM-30-PN-HRRP,1.0044,15.3184,15.2519,32,0,0,0,1,0,0
UVA HEALTH HAYMARKET MEDICAL CENTER,VA,READM-30-HF-HRRP,0.9847,18.4190,18.7057,33,1,0,0,0,0,0
UVA HEALTH HAYMARKET MEDICAL CENTER,VA,READM-30-COPD-HRRP,0.9602,15.9233,16.5833,Too Few to Report,0,0,1,0,0,0
UVA HEALTH HAYMARKET MEDICAL CENTER,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
UVA HEALTH HAYMARKET MEDICAL CENTER,VA,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
STONESPRINGS HOSPITAL CENTER,VA,READM-30-PN-HRRP,0.9670,14.4178,14.9093,Too Few to Report,0,0,0,1,0,0
STONESPRINGS HOSPITAL CENTER,VA,READM-30-HF-HRRP,0.9867,18.7515,19.0045,Too Few to Report,1,0,0,0,0,0
STONESPRINGS HOSPITAL CENTER,VA,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A,0,0,1,0,0,0
STONESPRINGS HOSPITAL CENTER,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
STONESPRINGS HOSPITAL CENTER,VA,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
PROVIDENCE ST MARY MEDICAL CENTER,WA,READM-30-PN-HRRP,0.9229,12.8062,13.8760,29,0,0,0,1,0,0
